"Time","latency"
2023-10-16 18:31:44,123218
2023-10-16 18:31:45,119207
2023-10-16 18:31:46,118827
2023-10-16 18:31:47,118641
2023-10-16 18:31:48,118994
2023-10-16 18:33:01,120896
2023-10-16 18:33:02,118372
2023-10-16 18:33:03,118264
2023-10-16 18:33:04,118621
2023-10-16 18:33:05,119176
2023-10-16 18:33:06,118680
2023-10-16 18:33:07,118061
2023-10-16 18:33:08,118659
2023-10-16 18:33:09,118481
2023-10-16 18:33:10,118817
2023-10-16 18:33:11,119414
2023-10-16 18:33:12,118171
2023-10-16 18:33:13,118360
2023-10-16 18:33:14,118237
2023-10-16 18:33:15,118336
2023-10-16 18:33:16,118342
2023-10-16 18:33:17,118623
2023-10-16 18:33:18,119664
2023-10-16 18:33:19,118992
2023-10-16 18:33:20,118528
2023-10-16 18:33:21,119562
2023-10-16 18:33:22,118675
2023-10-16 18:33:23,118845
2023-10-16 18:33:24,119087
2023-10-16 18:33:25,119054
2023-10-16 18:33:26,118572
2023-10-16 18:33:27,119271
2023-10-16 18:33:28,118952
2023-10-16 18:33:29,118691
2023-10-16 18:33:30,118310
2023-10-16 18:33:31,118670
2023-10-16 18:33:32,118536
2023-10-16 18:33:33,118435
2023-10-16 18:33:34,118161
2023-10-16 18:33:35,118531
2023-10-16 18:33:36,120243
2023-10-16 18:33:37,119854
2023-10-16 18:33:38,118769
2023-10-16 18:33:39,118532
2023-10-16 18:33:40,118786
2023-10-16 18:33:41,118880
2023-10-16 18:33:42,118849
2023-10-16 18:33:43,118016
2023-10-16 18:33:44,118741
2023-10-16 18:33:45,118651
2023-10-16 18:33:46,118575
2023-10-16 18:33:47,118720
2023-10-16 18:33:48,118581
2023-10-16 18:33:49,118102
2023-10-16 18:33:50,118660
2023-10-16 18:33:51,118538
2023-10-16 18:33:52,119114
2023-10-16 18:33:53,118348
2023-10-16 18:33:54,118203
2023-10-16 18:33:55,118302
2023-10-16 18:33:56,118269
2023-10-16 18:33:57,118001
2023-10-16 18:33:58,117881
2023-10-16 18:33:59,118014
2023-10-16 18:34:00,118106
2023-10-16 18:34:01,119173
2023-10-16 18:34:02,120263
2023-10-16 18:34:03,119323
2023-10-16 18:34:04,119347
2023-10-16 18:34:05,119843
2023-10-16 18:34:06,120035
2023-10-16 18:34:07,119977
2023-10-16 18:34:08,119235
2023-10-16 18:34:09,118889
2023-10-16 18:34:10,120323
2023-10-16 18:34:11,119409
2023-10-16 18:34:12,120388
2023-10-16 18:34:13,120538
2023-10-16 18:34:14,119536
2023-10-16 18:34:15,119109
2023-10-16 18:34:16,119193
2023-10-16 18:34:17,119191
2023-10-16 18:34:18,119693
2023-10-16 18:34:19,119956
2023-10-16 18:34:20,120062
2023-10-16 18:34:21,120668
2023-10-16 18:34:22,120049
2023-10-16 18:34:23,120150
2023-10-16 18:34:24,120008
2023-10-16 18:34:25,119520
2023-10-16 18:34:26,119224
2023-10-16 18:34:27,119149
2023-10-16 18:34:28,120198
2023-10-16 18:34:29,120073
2023-10-16 18:34:30,120519
2023-10-16 18:34:31,120124
2023-10-16 18:34:32,119996
2023-10-16 18:34:33,119602
2023-10-16 18:34:34,119484
2023-10-16 18:34:35,119370
2023-10-16 18:34:36,119292
2023-10-16 18:34:37,119575
2023-10-16 18:34:38,120177
2023-10-16 18:34:39,120176
2023-10-16 18:34:40,119999
2023-10-16 18:34:41,119388
2023-10-16 18:34:42,119291
2023-10-16 18:34:43,119176
2023-10-16 18:34:44,119399
2023-10-16 18:34:45,119800
2023-10-16 18:34:46,120729
2023-10-16 18:34:47,119777
2023-10-16 18:34:48,120148
2023-10-16 18:34:49,120231
2023-10-16 18:34:50,120339
2023-10-16 18:34:51,120091
2023-10-16 18:34:52,120089
2023-10-16 18:34:53,119264
2023-10-16 18:34:54,119331
2023-10-16 18:34:55,119790
2023-10-16 18:34:56,119551
2023-10-16 18:34:57,119803
2023-10-16 18:34:58,119217
2023-10-16 18:34:59,119838
2023-10-16 18:35:00,119590
2023-10-16 18:35:01,119248
2023-10-16 18:35:02,118867
2023-10-16 18:35:03,118920
2023-10-16 18:35:04,118823
2023-10-16 18:35:05,118759
2023-10-16 18:35:06,119444
2023-10-16 18:35:07,119634
2023-10-16 18:35:08,119891
2023-10-16 18:35:09,119248
2023-10-16 18:35:10,119149
2023-10-16 18:35:11,119570
2023-10-16 18:35:12,119521
2023-10-16 18:35:13,119118
2023-10-16 18:35:14,119031
2023-10-16 18:35:15,118815
2023-10-16 18:35:16,119704
2023-10-16 18:35:17,119687
2023-10-16 18:35:18,119486
2023-10-16 18:35:19,119769
2023-10-16 18:35:20,119424
2023-10-16 18:35:21,119200
2023-10-16 18:35:22,119268
2023-10-16 18:35:23,119397
2023-10-16 18:35:24,119587
2023-10-16 18:35:25,119460
2023-10-16 18:35:26,119103
2023-10-16 18:35:27,119601
2023-10-16 18:35:28,119728
2023-10-16 18:35:29,119308
2023-10-16 18:35:30,119498
2023-10-16 18:35:31,119489
2023-10-16 18:35:32,120078
2023-10-16 18:35:33,119979
2023-10-16 18:35:34,119322
2023-10-16 18:35:35,119075
2023-10-16 18:35:36,119361
2023-10-16 18:35:37,119105
2023-10-16 18:35:38,119143
2023-10-16 18:35:39,119179
2023-10-16 18:35:40,119019
2023-10-16 18:35:41,119845
2023-10-16 18:35:42,120054
2023-10-16 18:35:43,120017
2023-10-16 18:35:44,119336
2023-10-16 18:35:45,119905
2023-10-16 18:35:46,120313
2023-10-16 18:35:47,120590
2023-10-16 18:35:48,120204
2023-10-16 18:35:49,119966
2023-10-16 18:35:50,119629
2023-10-16 18:35:51,119208
2023-10-16 18:35:52,119628
2023-10-16 18:35:53,119099
2023-10-16 18:35:54,119294
2023-10-16 18:35:55,119068
2023-10-16 18:35:56,119124
2023-10-16 18:35:57,119122
2023-10-16 18:35:58,119318
2023-10-16 18:35:59,119688
2023-10-16 18:36:00,119921
2023-10-16 18:36:01,120005
2023-10-16 18:36:02,120212
2023-10-16 18:36:03,120311
2023-10-16 18:36:04,120100
2023-10-16 18:36:05,120415
2023-10-16 18:36:06,120623
2023-10-16 18:36:07,120563
2023-10-16 18:36:08,120588
2023-10-16 18:36:09,119680
2023-10-16 18:36:10,119052
2023-10-16 18:36:11,119491
2023-10-16 18:36:12,120475
2023-10-16 18:36:13,120016
2023-10-16 18:36:14,120141
2023-10-16 18:36:15,119199
2023-10-16 18:36:16,119538
2023-10-16 18:36:17,119109
2023-10-16 18:36:18,118866
2023-10-16 18:36:19,119910
2023-10-16 18:36:20,119443
2023-10-16 18:36:21,119467
2023-10-16 18:36:22,119231
2023-10-16 18:36:23,119150
2023-10-16 18:36:24,119146
2023-10-16 18:36:25,119163
2023-10-16 18:36:26,119212
2023-10-16 18:36:27,119133
2023-10-16 18:36:28,119051
2023-10-16 18:36:29,119151
2023-10-16 18:36:30,119268
2023-10-16 18:36:31,119298
2023-10-16 18:36:32,119616
2023-10-16 18:36:33,119704
2023-10-16 18:36:34,119400
2023-10-16 18:36:35,119798
2023-10-16 18:36:36,119598
2023-10-16 18:36:37,119705
2023-10-16 18:36:38,119405
2023-10-16 18:36:39,119636
2023-10-16 18:36:40,119158
2023-10-16 18:36:41,119347
2023-10-16 18:36:42,120084
2023-10-16 18:36:43,119061
2023-10-16 18:36:44,120491
2023-10-16 18:36:45,120575
2023-10-16 18:36:46,120577
2023-10-16 18:36:47,121298
2023-10-16 18:36:48,120453
2023-10-16 18:36:49,120085
2023-10-16 18:36:50,119927
2023-10-16 18:36:51,119654
2023-10-16 18:36:52,119250
2023-10-16 18:36:53,119269
2023-10-16 18:36:54,119235
2023-10-16 18:36:55,119272
2023-10-16 18:36:56,119874
2023-10-16 18:36:57,120304
2023-10-16 18:36:58,120189
2023-10-16 18:36:59,121057
2023-10-16 18:37:00,119631
2023-10-16 18:37:01,120540
2023-10-16 18:37:02,121666
2023-10-16 18:37:03,121383
2023-10-16 18:37:04,121119
2023-10-16 18:37:05,122484
2023-10-16 18:37:06,120972
2023-10-16 18:37:07,122148
2023-10-16 18:37:08,121575
2023-10-16 18:37:09,121282
2023-10-16 18:37:10,120959
2023-10-16 18:37:11,120781
2023-10-16 18:37:12,120945
2023-10-16 18:37:13,120898
2023-10-16 18:37:14,121501
2023-10-16 18:37:15,120407
2023-10-16 18:37:16,121582
2023-10-16 18:37:17,120686
2023-10-16 18:37:18,121658
2023-10-16 18:37:19,122221
2023-10-16 18:37:20,123415
2023-10-16 18:37:21,121675
2023-10-16 18:37:22,120277
2023-10-16 18:37:23,120930
2023-10-16 18:37:24,121114
2023-10-16 18:37:25,120923
2023-10-16 18:37:26,120681
2023-10-16 18:37:27,120996
2023-10-16 18:37:28,120861
2023-10-16 18:37:29,120957
2023-10-16 18:37:30,121760
2023-10-16 18:37:31,122244
2023-10-16 18:37:32,123788
2023-10-16 18:37:33,123475
2023-10-16 18:37:34,124970
2023-10-16 18:37:35,124036
2023-10-16 18:37:36,123433
2023-10-16 18:37:37,124088
2023-10-16 18:37:38,124560
2023-10-16 18:37:39,124613
2023-10-16 18:37:40,124664
2023-10-16 18:37:41,124469
2023-10-16 18:37:43,123664
2023-10-16 18:37:44,123494
2023-10-16 18:37:45,124162
2023-10-16 18:37:46,125190
2023-10-16 18:37:47,126770
2023-10-16 18:37:48,125094
2023-10-16 18:37:49,124035
2023-10-16 18:37:50,123394
2023-10-16 18:37:51,124125
2023-10-16 18:37:52,124734
2023-10-16 18:37:53,124093
2023-10-16 18:37:54,124247
2023-10-16 18:37:55,124027
2023-10-16 18:37:56,123805
2023-10-16 18:37:57,125167
2023-10-16 18:37:58,124027
2023-10-16 18:37:59,123776
2023-10-16 18:38:00,124589
2023-10-16 18:38:01,124776